label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
1206,-498.97174072265625,204.13510131835938,-69.81993103027344,19.48451805114746,33.8209114074707,-40.06740951538086,2.7091968059539795,-3.0119285583496094,-35.0477409362793,8.882833480834961,5.322494983673096,-20.22585105895996,0.23434121906757355,88.30702209472656,42.57950210571289,39.52503967285156,11.115132331848145,4.9506611824035645,19.467226028442383,7.581040382385254,6.871552467346191,13.515684127807617,4.630497455596924,3.9695255756378174,4.948606967926025,5.827802658081055,23.45972126073247,17.03066638643409,17.230688184026384,14.049918915656951,16.509788879458256,61.62163446427464,12.517582022050606,3.836453504281845,3.9456425880231114,2.7793056202659447,2.807174998624947,1.8771693063368102,17.096000497032122,5.928864983655171,0.5431476831436157,0.3325466513633728,0.11770032346248627,0.34862416982650757,0.6214222311973572,0.33684131503105164,0.17412421107292175,0.23874309659004211,0.3995068073272705,0.548305332660675,0.4518488347530365,0.31640246510505676,0.33930519223213196,0.360039621591568,0.28750815987586975,0.0683438628911972,0.27583763003349304,0.35730165243148804,0.29843494296073914,0.16457392275333405,0.09107591956853867,0.25165697932243347,0.33603036403656006,0.20076359808444977,0.235198974609375,0.24911785125732422
1737,-305.8554382324219,231.12774658203125,-59.99074935913086,-0.8716399073600769,22.79006004333496,-36.253631591796875,-15.499974250793457,-16.829532623291016,-17.492053985595703,21.4364013671875,3.3155109882354736,-13.820537567138672,0.10477663576602936,52.98554229736328,26.428617477416992,26.455718994140625,17.324275970458984,16.244369506835938,10.188383102416992,13.98967170715332,8.870955467224121,5.7632927894592285,9.011335372924805,7.906740188598633,8.149739265441895,4.763148307800293,29.8000718915895,14.924045415522325,17.804958332752577,17.372896035892406,22.860726653889124,60.60328713738417,17.316421416606534,7.4266938520341395,5.9565100041381545,3.887654850595401,2.5132479639642873,2.969222535189741,22.15742219488837,5.339215385957033,0.19647830724716187,0.10270100831985474,0.2743755578994751,0.3912097215652466,0.30978360772132874,0.5535078644752502,0.4852542281150818,0.3935229778289795,0.5189059972763062,0.37794065475463867,0.3204127848148346,0.27151912450790405,0.4555906057357788,0.1669357866048813,0.07211343944072723,0.16968604922294617,0.327928751707077,0.16485171020030975,0.33044835925102234,0.30887648463249207,0.22976115345954895,0.22908161580562592,0.31380608677864075,0.2713834345340729,0.2340138554573059,0.4031616449356079
1501,-558.8240356445312,163.22938537597656,-55.33031463623047,60.4814453125,36.96680450439453,-59.72883987426758,2.4745354652404785,5.562370777130127,-34.69235610961914,-5.894144535064697,-15.871684074401855,-20.59625244140625,9.211264610290527,51.26340103149414,28.383583068847656,28.426023483276367,16.442529678344727,11.923681259155273,17.81456756591797,9.861640930175781,6.971614360809326,8.63742733001709,17.311574935913086,5.325341701507568,3.9111368656158447,9.521500587463379,16.94274367918587,12.967350132735112,20.747877427404692,14.527209610597534,18.017993763824165,61.67232102406892,13.45494318111785,6.430901034252101,5.8437690931018755,7.613563561010556,3.413854946714455,3.1818384855850765,16.570723904781723,6.653783982428223,0.24660846590995789,0.17435605823993683,0.17681404948234558,0.16443315148353577,0.2006976157426834,0.21195808053016663,0.18546129763126373,0.16298231482505798,0.3603973090648651,0.48122283816337585,0.5743532180786133,0.659567654132843,0.502884566783905,0.1829162836074829,0.13006454706192017,0.13998912274837494,0.07261081784963608,0.09591343253850937,0.17354969680309296,0.19061271846294403,0.13538317382335663,0.34760424494743347,0.36807164549827576,0.3202100396156311,0.27140751481056213,0.31648409366607666
473,-484.5335388183594,226.4238739013672,-79.09295654296875,-4.481600761413574,7.857594966888428,-50.55500030517578,10.71080207824707,7.040245532989502,-27.723651885986328,12.616037368774414,6.361917018890381,-11.501874923706055,9.180718421936035,85.17332458496094,57.39653396606445,25.039188385009766,22.693695068359375,15.571337699890137,11.348682403564453,18.212848663330078,7.939945220947266,11.9535493850708,6.167662143707275,5.867587566375732,2.6485726833343506,8.960395812988281,17.85098555051045,13.078539804801764,12.155629697894938,15.01751736250726,15.262734447295845,57.875147670861686,12.951261517183513,4.408770950244858,2.912622277894897,2.8366581046637256,2.752531448195928,2.327699363107857,20.930431572595616,5.3064507123004825,0.5953168272972107,0.46385225653648376,0.5342018604278564,0.6541083455085754,0.5231707692146301,0.5519095063209534,0.5361983776092529,0.5381338000297546,0.6313148140907288,0.6458654403686523,0.4999237656593323,0.41104191541671753,0.46162256598472595,0.3086465001106262,0.23020046949386597,0.24520432949066162,0.2678888440132141,0.247965008020401,0.2509724199771881,0.2765824794769287,0.3154769837856293,0.24184608459472656,0.2716979682445526,0.28669923543930054,0.2556906044483185,0.20609429478645325
144,-384.5657958984375,203.14703369140625,-68.48455810546875,44.151824951171875,38.18614959716797,-47.04893493652344,7.504166126251221,4.515498161315918,-25.454177856445312,13.737567901611328,-2.4201102256774902,-16.318805694580078,12.311774253845215,58.742576599121094,37.24384689331055,17.144895553588867,11.728639602661133,10.10768985748291,15.599323272705078,19.012714385986328,5.587064266204834,10.505313873291016,7.845948219299316,5.1847004890441895,6.066319942474365,5.749159812927246,22.035401744726776,15.147951196753038,15.995516058580414,13.956176671379936,15.253098624684085,60.39795231425208,14.10772823206844,4.404658169038179,5.606698348396082,4.304756836668984,3.014187419466107,2.086376759995815,22.681904887069678,6.7607957493209865,0.23542773723602295,0.21833807229995728,0.3120180070400238,0.43504050374031067,0.48017802834510803,0.47519826889038086,0.39104026556015015,0.33013007044792175,0.45269232988357544,0.7025376558303833,0.6473948955535889,0.5402390956878662,0.3789561986923218,0.17214946448802948,0.1541629284620285,0.20542612671852112,0.2434898167848587,0.27816271781921387,0.3110145926475525,0.3318427503108978,0.2867218852043152,0.2932475209236145,0.3167029023170471,0.30340147018432617,0.37406250834465027,0.30612486600875854
409,-442.5563049316406,181.08929443359375,-23.138174057006836,18.468032836914062,25.457277297973633,-35.95665740966797,-4.031959056854248,16.807966232299805,-18.13671112060547,-12.565675735473633,5.4296064376831055,1.0194342136383057,-2.3040976524353027,112.37384796142578,70.8191146850586,40.000694274902344,13.776683807373047,21.491567611694336,23.579322814941406,10.035077095031738,7.948037624359131,13.654387474060059,9.061257362365723,8.9114408493042,7.214931964874268,10.768635749816895,27.436673303655624,16.287256619812922,17.54287294511774,17.493297440534032,18.97046824654978,55.05268353994159,14.576188928750645,9.55555186342515,6.034785489964779,5.572467828781332,5.347799163070291,2.7194285289013496,18.339165923302303,6.569810069875781,0.42172133922576904,0.297676146030426,0.4819403886795044,0.32224807143211365,0.23694489896297455,0.33610743284225464,0.3765023648738861,0.23603826761245728,0.26730385422706604,0.3279842734336853,0.45949068665504456,0.8017333149909973,0.7131683230400085,0.24566411972045898,0.1649753302335739,0.4019051492214203,0.275314062833786,0.29709392786026,0.25778260827064514,0.20614679157733917,0.23334166407585144,0.28749966621398926,0.2737604081630707,0.24176932871341705,0.17840814590454102,0.27172622084617615
1277,-368.1768798828125,167.6835479736328,-92.80113220214844,-2.7512030601501465,15.172630310058594,-40.168548583984375,-0.8221145272254944,-15.984118461608887,-38.94484329223633,5.096257209777832,-13.283883094787598,-31.47919273376465,1.9334112405776978,99.18001556396484,31.315643310546875,46.1605339050293,7.758954048156738,21.094646453857422,25.402231216430664,10.252378463745117,10.527162551879883,15.280780792236328,13.926359176635742,6.749483108520508,10.168526649475098,10.082304000854492,36.50925776015818,19.945504828406307,21.514529539604656,19.752788597291104,21.629260626317468,61.471466603598124,14.74533044078513,9.382156362192907,5.226487435774768,5.68865950119203,3.725534235102094,4.365469096155028,22.89114256725812,6.2599369887338625,0.10449140518903732,0.12135510891675949,0.10897620022296906,0.10415178537368774,0.6020542979240417,0.45876237750053406,0.46347662806510925,0.480507493019104,0.39270856976509094,0.24698880314826965,0.07298681885004044,0.1764027327299118,0.30264750123023987,0.1071941927075386,0.1052444651722908,0.0914023220539093,0.09085732698440552,0.3973076045513153,0.31912845373153687,0.3318048119544983,0.3488188087940216,0.2519122362136841,0.22091081738471985,0.058071792125701904,0.18335163593292236,0.30848395824432373
915,-343.0316467285156,217.9091796875,-37.584136962890625,26.534194946289062,16.895618438720703,-47.68552780151367,3.6429131031036377,-3.59881329536438,-36.9556770324707,3.5929126739501953,-1.5091172456741333,-25.117111206054688,-4.248779773712158,82.3876724243164,34.190643310546875,47.33426284790039,13.154401779174805,5.7785234451293945,20.630956649780273,5.032890796661377,4.883083820343018,10.346121788024902,17.49713706970215,6.033677101135254,11.49719524383545,5.334568977355957,31.90231749022702,17.78771284537227,18.501430398299103,16.72690877661935,17.524459252744396,59.92503523619518,15.062657491511544,8.84440982015563,4.4365287704769925,2.3060612080489977,2.89348642644084,2.7486289268441104,22.46926160008196,5.9808327069971945,0.12184091657400131,0.11426576226949692,0.08865175396203995,0.09601102024316788,0.2916721999645233,0.32526347041130066,0.10502371191978455,0.1823643445968628,0.32500386238098145,0.6768835186958313,0.6561478972434998,0.3745180368423462,0.15405943989753723,0.1965170055627823,0.1762816160917282,0.12079725414514542,0.0833359882235527,0.24932152032852173,0.3583276569843292,0.05219052731990814,0.09160174429416656,0.1915433406829834,0.3568882346153259,0.2405691146850586,0.29231536388397217,0.17565123736858368
244,-356.072509765625,204.67355346679688,-12.693802833557129,30.72492027282715,9.61480712890625,-32.80224609375,17.334697723388672,-8.961727142333984,-40.41145324707031,2.067845344543457,-7.500998020172119,-19.084814071655273,6.787062168121338,79.96268463134766,32.480533599853516,51.24067306518555,16.132827758789062,26.604578018188477,31.119678497314453,16.56441879272461,9.514076232910156,16.179916381835938,11.339125633239746,6.786208629608154,7.493844032287598,12.06363296508789,32.77732377399149,22.2754907797388,22.477282772680052,18.864383529988608,19.15460262287545,62.16083040616712,16.49106370112488,6.172726823022938,4.658601804948214,5.041468073736301,6.365194196579463,4.639852986247474,21.69542181193907,6.392584714743142,0.07793457806110382,0.12782694399356842,0.19210298359394073,0.07208557426929474,0.1502043604850769,0.1980246752500534,0.0895174890756607,0.20796658098697662,0.4677351415157318,0.6248722672462463,0.62190181016922,0.26771923899650574,0.08329739421606064,0.10244446992874146,0.16289523243904114,0.33545008301734924,0.08165685087442398,0.1767193078994751,0.18896476924419403,0.10900784283876419,0.24606163799762726,0.36081090569496155,0.3327634930610657,0.33648601174354553,0.21887993812561035,0.10597926378250122
2324,-389.4563293457031,164.08641052246094,-85.94438171386719,32.79610824584961,49.906551361083984,-40.63115692138672,1.796749234199524,7.856782913208008,-27.4259090423584,7.515997886657715,6.8845014572143555,-14.858620643615723,2.9879767894744873,75.9786376953125,48.477325439453125,17.961658477783203,20.10674476623535,19.320703506469727,13.169174194335938,10.636274337768555,7.329627990722656,7.803130149841309,8.238775253295898,7.727180004119873,6.682541370391846,6.964931011199951,15.530988599469302,9.125670858359227,14.818411069699634,13.65775769346551,15.592575702949137,64.58110241679988,11.106956036911658,4.950111151280886,2.435023661563575,4.206705220123123,2.257862511643515,1.923834081460196,15.38490927310303,3.999243869691468,0.39189961552619934,0.3839952051639557,0.41508811712265015,0.5693625807762146,0.6622576117515564,0.6788849830627441,0.6890912652015686,0.5850009322166443,0.6111704707145691,0.6217943429946899,0.44241267442703247,0.43083834648132324,0.34746184945106506,0.2069118469953537,0.1794605553150177,0.20616964995861053,0.2627103328704834,0.2668985426425934,0.2539547383785248,0.30335912108421326,0.2114783227443695,0.19232705235481262,0.29077595472335815,0.21166785061359406,0.22004568576812744,0.18952782452106476
